filename	ann_id	label	start_span	end_span	text
es-S0365-66912011001100006-1	T3	SINTOMA	284	300	opacidad corneal
es-S0210-48062005000600013-1	T1	SINTOMA	594	624	desestabilización hemodinámica
es-S0210-48062005000600013-1	T2	SINTOMA	289	329	deterioro importante de la función renal
es-S0210-48062005000600013-1	T3	SINTOMA	385	429	ecografía urológica los riñones son normales
es-S0210-48062005000600013-1	T4	SINTOMA	1126	1135	hematuria
es-S0210-48062005000600013-1	T5	SINTOMA	250	273	compromiso hemodinámico
es-S0210-48062005000600013-1	T6	SINTOMA	804	829	mucosa vesical delustrada
es-S0210-48062005000600013-1	T7	SINTOMA	834	852	sangrado en sábana
es-S0210-48062005000600013-1	T8	SINTOMA	222	248	hematuria total anemizante
es-S0210-48062005000600013-1	T9	SINTOMA	503	518	coágulo vesical
es-S0210-48062005000600013-1	T10	SINTOMA	696	703	coágulo
es-S0210-48062005000600013-1	T11	SINTOMA	782	789	coagulo
es-S0210-48062005000600013-1	T12	SINTOMA	1138	1165	mejoría de la función renal
es-S1139-76322017000200016-3	T1	SINTOMA	444	451	prurito
es-S1139-76322017000200016-3	T2	SINTOMA	387	434	cultivo de las lesiones, con resultado negativo
es-S0210-48062006000300014-1	T1	SINTOMA	4366	4420	epigastralgia con irradiación hacia ambos hipocondrios
es-S0210-48062006000300014-1	T2	SINTOMA	4435	4458	distensión postprandial
es-S0210-48062006000300014-1	T3	SINTOMA	4471	4478	pirosis
es-S0210-48062006000300014-1	T4	SINTOMA	4521	4562	masa a nivel de hipocondrio-vacío derecho
es-S0210-48062006000300014-1	T5	SINTOMA	1680	1695	perdida de peso
es-S0210-48062006000300014-1	T6	SINTOMA	1709	1737	dolor en ambas fosas renales
es-S0210-48062006000300014-1	T7	SINTOMA	399	436	urinocultivos repetidamente negativos
es-S0210-48062006000300014-1	T8	SINTOMA	620	644	función renal era normal
es-S0210-48062006000300014-1	T9	SINTOMA	3323	3329	T4N2M0
es-S0210-48062006000300014-1	T10	SINTOMA	2251	2279	induración del suelo vesical
es-S0210-48062006000300014-1	T11	SINTOMA	234	250	hematuria franca
es-S0210-48062006000300014-1	T12	SINTOMA	1644	1674	síndrome constitucional severo
es-S0210-48062006000300014-1	T13	SINTOMA	5298	5309	falleciendo
es-S0210-48062006000300014-1	T14	SINTOMA	4276	4287	colecciones
es-S0210-48062006000300014-1	T15	SINTOMA	357	386	síndrome miccional irritativo
es-S0210-48062006000300014-1	T16	SINTOMA	519	557	tumoración a nivel del trígono vesical
es-S0210-48062006000300014-1	T17	SINTOMA	731	785	aumento de consistencia prostática y del suelo vesical
es-S0210-48062006000300014-1	T18	SINTOMA	1782	1803	atrapamiento ureteral
es-S0210-48062006000300014-1	T19	SINTOMA	2064	2086	hematuria macroscópica
es-S0210-48062006000300014-1	T20	SINTOMA	2137	2172	tumoración sésil en la base vesical
es-S0210-48062006000300014-1	T21	SINTOMA	2528	2559	engrosamiento del suelo vesical
es-S0210-48062006000300014-1	T22	SINTOMA	340	348	coágulos
es-S0210-48062006000300014-1	T23	SINTOMA	4182	4212	reservorio con buena capacidad
es-S0210-48062006000300014-1	T24	SINTOMA	4045	4101	molestias en hemiabdomen derecho que irradiaba a espalda
es-S0210-48062006000300014-1	T25	SINTOMA	4692	4713	estómago de retención
es-S1130-01082010000100021-1	T1	SINTOMA	161	197	dolor agudo en hemiabdomen izquierdo
es-S1130-01082010000100021-1	T2	SINTOMA	200	207	náuseas
es-S1130-01082010000100021-1	T3	SINTOMA	265	300	ocupación del hemiabdomen izquierdo
es-S1130-01082010000100021-1	T4	SINTOMA	339	370	triglicéridos y lipasa elevados
es-S1130-01082010000100021-1	T5	SINTOMA	305	326	irritación peritoneal
es-S1130-01082010000100021-1	T6	SINTOMA	390	420	hemograma y coagulación normal
es-S1130-01082010000100021-1	T7	SINTOMA	563	570	estable
es-S1130-01082010000100021-1	T8	SINTOMA	723	730	estable
es-S1130-01082010000100021-1	T9	SINTOMA	455	462	síncope
es-S1130-05582008000500007-1	T1	SINTOMA	446	491	alteraciones respiratorias y cardiovasculares
es-S1130-05582008000500007-1	T2	SINTOMA	516	536	hemodinámica estable
es-S0212-71992007000100007-1	T1	SINTOMA	126	154	distensión y dolor abdominal
es-S0212-71992007000100007-1	T2	SINTOMA	182	191	febrícula
es-S0212-71992007000100007-1	T3	SINTOMA	515	524	febrícula
es-S0212-71992007000100007-1	T4	SINTOMA	539	622	abdomen distendido, difusamente doloroso a la palpación, timpanizado a la percusión
es-S0212-71992007000100007-1	T5	SINTOMA	709	773	disminución de la ventilación en la mitad inferior del hemitórax
es-S0212-71992007000100007-1	T6	SINTOMA	3586	3606	dorsalgias mecánicas
es-S0212-71992007000100007-1	T7	SINTOMA	666	677	peritonismo
es-S0212-71992007000100007-1	T8	SINTOMA	166	179	estreñimiento
es-S0212-71992007000100007-1	T9	SINTOMA	636	647	borborigmos
es-S0212-71992007000100007-1	T10	SINTOMA	1417	1462	VSG y la proteína C reactiva estaban elevadas
es-S0212-71992007000100007-1	T11	SINTOMA	2373	2411	hemocultivos seriados fueron negativos
es-S0212-71992007000100007-1	T12	SINTOMA	2443	2526	punción aspirativa del espacio D10-D11 se observaron cadenas de cocos grampositivos
es-S0212-71992007000100007-1	T13	SINTOMA	3045	3087	citología no evidenció células neoplásicas
es-S0212-71992007000100007-1	T14	SINTOMA	2931	3039	tinción de auramina-rodamina como el cultivo en medio Löwenstein-Jensen del líquido pleural fueron negativos
es-S0212-71992007000100007-1	T15	SINTOMA	816	896	dolor a la palpación y percusión de las tres últimas apófisis espinosas dorsales
es-S0212-71992007000100007-1	T16	SINTOMA	1572	1606	Mantoux (10 UI RT-23) fue positiva
es-S0212-71992007000100007-1	T17	SINTOMA	342	478	fibroendoscopia digestiva alta (esófago, estómago y duodeno) así como una colonoscopia (hasta ángulo esplénico), sin encontrar anomalías
es-S0212-71992007000100007-1	T18	SINTOMA	1084	1373	normales o negativos: urea, creatinina, bilirrubina, transaminasas, gammaglutamiltranspeptidasa, sodio, potasio, cloro, calcio, fósforo, creatinfosfoquinasa, amilasa, lácticodehidrogenasa (LDH), proteínograma, dosificación de inmunoglobulinas, alfa-fetoproteína, antígenos CA 19.9 y CA 125
es-S0212-71992007000100007-1	T19	SINTOMA	1696	1727	atelectasia del lóbulo inferior
es-S0212-71992007000100007-1	T20	SINTOMA	1979	2034	cambios degenerativos a lo largo del raquis dorsolumbar
es-S0365-66912011000400005-1	T1	SINTOMA	824	832	ojo rojo
es-S0365-66912011000400005-1	T2	SINTOMA	834	861	dolor intenso periorbitario
es-S0365-66912011000400005-1	T3	SINTOMA	864	873	fotofobia
es-S0365-66912011000400005-1	T4	SINTOMA	884	934	infiltrado corneal periférico superior en semiluna
es-S0365-66912011000400005-1	T5	SINTOMA	1438	1456	infiltrado corneal
es-S0365-66912011000400005-1	T6	SINTOMA	997	1033	cultivo del raspado corneal negativo
es-S0365-66912011000400005-1	T7	SINTOMA	1412	1417	dolor
es-S0365-66912011000400005-1	T8	SINTOMA	655	718	cultivo de líquido sinovial positivo para Staphylococcus aureus
es-S0365-66912011000400005-1	T9	SINTOMA	939	962	adelgazamiento estromal
es-S0004-06142009000800010-1	T1	SINTOMA	186	203	orina con atipias
es-S0004-06142009000800010-1	T2	SINTOMA	274	302	masa vesical en cara lateral
es-S0004-06142009000800010-1	T3	SINTOMA	760	786	TAC toracoabdominal normal
es-S0004-06142009000800010-1	T4	SINTOMA	788	811	gammagrafía ósea normal
es-S0004-06142009000800010-1	T5	SINTOMA	1389	1397	pT4aN1M0
es-S0004-06142009000800010-1	T6	SINTOMA	1476	1487	trombopenia
es-S0004-06142009000800010-1	T7	SINTOMA	1553	1584	función renal permaneció normal
es-S0004-06142009000800010-1	T8	SINTOMA	1775	1786	trombopenia
es-S0004-06142009000800010-1	T9	SINTOMA	2035	2046	trombopenia
es-S0004-06142009000800010-1	T10	SINTOMA	2204	2214	hemolítico
es-S0004-06142009000800010-1	T11	SINTOMA	2227	2245	bilirrubina normal
es-S0004-06142009000800010-1	T12	SINTOMA	2349	2360	trombopenia
es-S0004-06142009000800010-1	T13	SINTOMA	2635	2646	falleciendo
es-S0004-06142009000800010-1	T14	SINTOMA	964	993	estudio de extensión negativo
es-S0004-06142009000800010-1	T15	SINTOMA	149	158	hematuria
es-S0004-06142009000800010-1	T16	SINTOMA	2102	2110	sangrado
es-S0004-06142009000800010-1	T17	SINTOMA	1956	1971	sangrado activo
es-S0004-06142009000800010-1	T18	SINTOMA	429	456	vejiga resecándose una masa
es-S0004-06142009000800010-1	T19	SINTOMA	922	952	masa dentro de la luz ureteral
es-S0004-06142009000800010-1	T20	SINTOMA	2051	2081	coagulación fue siempre normal
es-S0004-06142009000800010-1	T21	SINTOMA	2248	2279	test de Coombs directo negativo
es-S1130-05582007000500003-1	T1	SINTOMA	89	129	dolor lancinante en el cuerpo mandibular
es-S1130-05582007000500003-1	T2	SINTOMA	149	179	hipoestesia labio - mentoniana
es-S1130-05582007000500003-1	T3	SINTOMA	221	253	exploración intraoral fue normal
es-S1130-05582007000500003-1	T4	SINTOMA	1132	1140	falleció
es-S1130-05582007000500003-1	T5	SINTOMA	704	873	zonas de hipercaptación en la rama ascendente mandibular izquierda, cuerpo vertebral izquierdo a nivel de T12, 8ª costilla derecha y en unión costocondral de 6ª costilla
es-S1130-05582007000500003-1	T6	SINTOMA	927	968	masa afectando al cuerpo y antro gástrico
es-S1130-05582007000500003-1	T7	SINTOMA	1002	1039	nódulo en el lóbulo superior pulmonar
S0004-06142006000300015-1	T1	SINTOMA	109	130	sensación de malestar
S0004-06142006000300015-1	T2	SINTOMA	197	213	células atípicas
S0004-06142006000300015-1	T3	SINTOMA	85	94	hematuria
es-S0378-48352005000700007-2	T1	SINTOMA	205	214	epístaxis
es-S0378-48352005000700007-2	T2	SINTOMA	275	337	masa en fosa nasal derecha de aspecto polipoideo muy sangrante
es-S0378-48352005000700007-2	T3	SINTOMA	194	202	rinorrea
es-S0378-48352005000700007-2	T4	SINTOMA	969	1042	estudio de extensión un TAC de tórax y una gammagrafía ósea sin patología
es-S0378-48352005000700007-2	T5	SINTOMA	1317	1379	características de malignidad, a nivel de seno frontal derecho
es-S0378-48352005000700007-2	T6	SINTOMA	600	615	masa polipoidea
es-S0378-48352005000700007-2	T7	SINTOMA	1261	1298	engrosamiento polipoideo de la mucosa
es-S0378-48352005000700007-2	T9	SINTOMA	61	70	fallecido
S0004-06142007000300013-1	T1	SINTOMA	613	619	fiebre
S0004-06142007000300013-1	T2	SINTOMA	825	845	signos inflamatorios
S0004-06142007000300013-1	T3	SINTOMA	585	609	sintomatología miccional
S0004-06142007000300013-1	T4	SINTOMA	265	296	molestia durante las erecciones
S0004-06142007000300013-1	T5	SINTOMA	166	220	zona indurada en pene próxima al surco balanoprepucial
S0004-06142007000300013-1	T6	SINTOMA	659	685	cordón indurado subcutáneo
S0004-06142007000300013-1	T7	SINTOMA	772	821	alteraciones asociadas a nivel de la piel peneana
S0004-06142007000300013-1	T8	SINTOMA	1112	1167	serología de enfermedades venéreas que fueron negativas
S0004-06142007000300013-1	T9	SINTOMA	757	765	doloroso
S0004-06142007000300013-1	T10	SINTOMA	855	889	se palpaban adenopatias inguinales
es-S0004-06142009000500011-1	T1	SINTOMA	1118	1143	edema en miembro inferior
es-S0004-06142009000500011-1	T2	SINTOMA	1154	1183	deterioro de la función renal
es-S0004-06142009000500011-1	T3	SINTOMA	1189	1215	disminución de la diuresis
es-S0004-06142009000500011-1	T4	SINTOMA	1218	1271	elevación de la concentración de creatinina en plasma
es-S0004-06142009000500011-1	T5	SINTOMA	1571	1602	compresión de los vasos ilíacos
es-S0004-06142009000500011-1	T6	SINTOMA	1605	1631	deplazamiento de la vejiga
es-S0004-06142009000500011-1	T7	SINTOMA	2122	2142	función renal normal
es-S0004-06142009000500011-1	T8	SINTOMA	1299	1318	buen estado general
es-S0004-06142009000500011-1	T9	SINTOMA	1340	1346	fiebre
es-S0004-06142009000500011-1	T10	SINTOMA	1410	1432	colección peri-injerto
es-S0004-06142009000500011-1	T11	SINTOMA	2145	2157	asintomática
es-S0365-66912009001100006-1	T1	SINTOMA	1541	1556	bloqueo angular
es-S0365-66912009001100006-1	T2	SINTOMA	216	244	cierre angular en ambos ojos
es-S0365-66912009001100006-1	T3	SINTOMA	359	373	cierre angular
es-S0365-66912009001100006-1	T4	SINTOMA	535	583	configuración en iris-plateau con cierre angular
es-S0365-66912009001100006-1	T5	SINTOMA	654	725	paredes hiperreflectivas delgadas con contenido líquido hiporreflectivo
es-S0365-66912009001100006-1	T6	SINTOMA	1637	1666	configuración en iris plateau
es-S0365-66912009001100006-1	T7	SINTOMA	1817	1845	presión intraocular adecuada
es-S0365-66912009001100006-1	T8	SINTOMA	2297	2311	cierre angular
es-S0365-66912006001200010-1	T1	SINTOMA	454	482	retracción de ambos párpados
es-S0365-66912006001200010-1	T2	SINTOMA	487	538	limitación de la motilidad superior y lateral en AO
es-S0365-66912006001200010-1	T3	SINTOMA	1033	1078	engrosamiento de los músculos rectos internos
es-S0365-66912006001200010-1	T4	SINTOMA	215	253	limitación de los movimientos oculares
es-S0365-66912006001200010-1	T5	SINTOMA	361	406	engrosamiento de los músculos rectos internos
es-S0365-66912006001200010-1	T6	SINTOMA	2057	2064	estable
es-S0365-66912006001200010-1	T7	SINTOMA	186	196	exoftalmos
es-S0365-66912006001200010-1	T8	SINTOMA	760	770	exoftalmos
es-S0365-66912006001200010-1	T9	SINTOMA	969	978	proptosis
es-S0365-66912006001200010-1	T10	SINTOMA	1435	1445	exoftalmos
es-S0365-66912006001200010-1	T11	SINTOMA	1793	1802	proptosis
es-S0365-66912006001200010-1	T12	SINTOMA	1091	1110	oftalmoplejía en AO
es-S0365-66912006001200010-1	T13	SINTOMA	1113	1138	exposición corneal en ojo
es-S0365-66912006001200010-1	T14	SINTOMA	1293	1319	severa crisis hipotiroidea
es-S1130-63432013000600017-1	T1	SINTOMA	105	149	parestesias en ambas extremidades superiores
es-S1130-63432013000600017-1	T2	SINTOMA	165	176	somnolencia
es-S1130-63432013000600017-1	T3	SINTOMA	409	419	consciente
es-S1130-63432013000600017-1	T4	SINTOMA	422	431	orientado
es-S1130-63432013000600017-1	T5	SINTOMA	437	455	tendencia al sueño
es-S1130-63432013000600017-1	T6	SINTOMA	469	477	cianosis
es-S1130-63432013000600017-1	T7	SINTOMA	1581	1606	hemodinamicamente estable
es-S1130-63432013000600017-1	T8	SINTOMA	721	809	RX de tórax y electrocardiograma) no se hallaron alteraciones patológicas significativas
es-S1130-63432013000600017-1	T9	SINTOMA	1223	1257	metahemoglobina continuaba elevado
es-S0211-57352013000300012-1	T1	SINTOMA	5762	5800	Examen craneal dentro de la normalidad
es-S0211-57352013000300012-1	T2	SINTOMA	1861	1885	lenguaje poco espontáneo
es-S0211-57352013000300012-1	T3	SINTOMA	2278	2318	rasgos fóbicos, obsesivos y dependientes
es-S0211-57352013000300012-1	T4	SINTOMA	5191	5238	alteraciones en la interacción social recíproca
es-S0211-57352013000300012-1	T5	SINTOMA	2748	2769	dificultades sociales
es-S0211-57352013000300012-1	T6	SINTOMA	5240	5298	Limitada variedad de expresiones faciales para comunicarse
es-S0211-57352013000300012-1	T7	SINTOMA	398	423	mal rendimiento académico
es-S0211-57352013000300012-1	T8	SINTOMA	5301	5330	regular la interacción social
es-S0211-57352013000300012-1	T9	SINTOMA	6019	6040	escaso interés social
es-S0211-57352013000300012-1	T10	SINTOMA	5332	5383	Incapacidad para desarrollar relaciones con iguales
es-S0211-57352013000300012-1	T11	SINTOMA	6042	6078	expresiones y conductas inapropiadas
es-S0211-57352013000300012-1	T12	SINTOMA	2440	2461	dificultades sociales
es-S0211-57352013000300012-1	T13	SINTOMA	6080	6140	dificultades para establecer relaciones sociales con iguales
es-S0211-57352013000300012-1	T14	SINTOMA	5401	5438	falta de reciprocidad socio-emocional
es-S0211-57352013000300012-1	T15	SINTOMA	6142	6188	expresiones faciales y afectividad restringida
es-S0211-57352013000300012-1	T16	SINTOMA	5440	5471	respuestas sociales inadecuadas
es-S0211-57352013000300012-1	T17	SINTOMA	2142	2176	alteraciónes de la sensopercepción
es-S0211-57352013000300012-1	T18	SINTOMA	5477	5533	déficit en la búsqueda de compartir placer con los otros
es-S0211-57352013000300012-1	T19	SINTOMA	5569	5613	alteraciones cualitativas de la comunicación
es-S0211-57352013000300012-1	T20	SINTOMA	3157	3189	alteración en el contacto ocular
es-S0211-57352013000300012-1	T21	SINTOMA	5620	5665	falta de juego simbólico espontáneo y variado
es-S0211-57352013000300012-1	T22	SINTOMA	911	929	consumo de tóxicos
es-S0211-57352013000300012-1	T23	SINTOMA	996	1018	sintomatologia ansiosa
es-S0211-57352013000300012-1	T24	SINTOMA	1067	1084	persona solitaria
es-S0211-57352013000300012-1	T25	SINTOMA	1086	1098	introvertida
es-S0211-57352013000300012-1	T26	SINTOMA	1395	1425	dificultades para relacionarse
es-S0211-57352013000300012-1	T27	SINTOMA	1427	1445	absentismo escolar
es-S0211-57352013000300012-1	T28	SINTOMA	1453	1484	dependencia del ámbito familiar
es-S0211-57352013000300012-1	T29	SINTOMA	4052	4070	rasgos esquizoides
es-S0211-57352013000300012-1	T30	SINTOMA	4073	4100	rasgos del espectro autista
es-S0211-57352013000300012-1	T31	SINTOMA	1699	1719	elevada introversión
es-S0211-57352013000300012-1	T32	SINTOMA	5874	5886	colaboradora
es-S0211-57352013000300012-1	T33	SINTOMA	1782	1803	escaso interés social
es-S0211-57352013000300012-1	T34	SINTOMA	2038	2068	síntomas de la esfera afectiva
es-S0211-57352013000300012-1	T35	SINTOMA	2086	2137	alteraciones del curso ni contenido del pensamiento
es-S0211-57352013000300012-1	T36	SINTOMA	3087	3110	contacto fóbico-ansioso
es-S0211-57352013000300012-1	T37	SINTOMA	3283	3312	escaso interés por el entorno
es-S0211-57352013000300012-1	T38	SINTOMA	3194	3234	lenguaje continúa siendo poco espontáneo
es-S0211-57352013000300012-1	T39	SINTOMA	4546	4641	capacidad adecuada para inferir estados mentales en otros, entender metáforas y dobles sentidos
es-S0211-57352013000300012-1	T40	SINTOMA	4913	4975	dificultades en atribuir estados emocionales e intencionalidad
es-S0211-57352013000300012-1	T41	SINTOMA	5894	5907	poco motivada
es-S0211-57352013000300012-1	T42	SINTOMA	2072	2081	psicótica
es-S0211-57352013000300012-1	T43	SINTOMA	6326	6394	dificultad en la atribución de estados emocionales e intencionalidad
es-S0211-57352013000300012-1	T44	SINTOMA	376	395	déficit de atención
es-S0004-06142009000900012-1	T1	SINTOMA	887	976	masa a nivel de flanco y fosa iliaca derechas que se continua a la región inguinoescrotal
es-S0004-06142009000900012-1	T2	SINTOMA	1605	1622	creatinina normal
es-S0004-06142009000900012-1	T3	SINTOMA	1900	1919	masa en fosa iliaca
es-S0004-06142009000900012-1	T4	SINTOMA	114	164	dolor tipo urente en hipocondrio y región inguinal
es-S0004-06142009000900012-1	T5	SINTOMA	199	205	fiebre
es-S0004-06142009000900012-1	T6	SINTOMA	207	223	malestar general
es-S0004-06142009000900012-1	T7	SINTOMA	226	256	síntomas urinarios irritativos
es-S0004-06142009000900012-1	T8	SINTOMA	692	715	dificultad respiratoria
es-S0004-06142009000900012-1	T9	SINTOMA	741	754	masa tiroidea
es-S0004-06142009000900012-1	T10	SINTOMA	1155	1180	transiluminacion negativa
es-S0004-06142009000900012-1	T11	SINTOMA	3803	3823	masa inguinoescrotal
es-S0004-06142009000900012-1	T12	SINTOMA	1103	1149	masa tiene consistencia firme y dura, no móvil
es-S0004-06142009000900012-1	T13	SINTOMA	1280	1300	tacto rectal anodino
es-S0004-06142009000900012-1	T14	SINTOMA	1323	1350	dolor a la percusión lumbar
es-S0004-06142009000900012-1	T15	SINTOMA	3849	3861	asintomático
es-S0004-06142009000900012-1	T16	SINTOMA	3112	3122	tumoración
es-S0004-06142009000900012-1	T17	SINTOMA	1069	1098	cambios inflamatorios locales
es-S0004-06142009000900012-1	T18	SINTOMA	1185	1237	testículo derecho no fue palpable por efecto de masa
es-S0004-06142009000900012-1	T19	SINTOMA	1242	1275	testículo izquierdo está presente
es-S0004-06142009000900012-1	T20	SINTOMA	2191	2201	tumoración
es-S0004-06142009000900012-1	T21	SINTOMA	3632	3645	masa cervical
es-S0004-06142009000900012-1	T24	SINTOMA	794	817	dolorosa a la palpación
es-S0213-12852003000600002-1	T1	SINTOMA	29	75	dolor leve e inconstante en hemiarcada superir
es-S0213-12852003000600002-1	T2	SINTOMA	591	601	odontalgia
es-S0213-12852003000600002-1	T3	SINTOMA	354	395	exploración radiográfica no hallamos nada
es-S1130-05582008000400008-3	T1	SINTOMA	427	445	consolidación ósea
es-S1130-01082009001000013-1	T1	SINTOMA	2164	2190	inestabilidad hemodinámica
es-S1130-01082009001000013-1	T2	SINTOMA	1431	1443	rectorragias
es-S1130-01082009001000013-1	T3	SINTOMA	1457	1483	inestabilidad hemodinámica
es-S1130-01082009001000013-1	T4	SINTOMA	697	709	rectorragias
es-S1130-01082009001000013-1	T5	SINTOMA	855	881	inestabilidad hemodinámica
es-S1130-01082009001000013-1	T6	SINTOMA	2085	2097	asintomática
es-S1130-01082009001000013-1	T7	SINTOMA	2472	2483	falleciendo
es-S1130-01082009001000013-1	T8	SINTOMA	2521	2533	rectorragias
es-S1130-01082009001000013-1	T9	SINTOMA	342	346	masa
es-S0378-48352004000900006-1	T1	SINTOMA	2370	2437	receptores hormonales de estrógenos y de progesterona son negativos
es-S0378-48352004000900006-1	T2	SINTOMA	151	184	tumoración no dolorosa en la mama
es-S0378-48352004000900006-1	T3	SINTOMA	277	341	cuadrante ínfero-interno de mama izquierda una tumoración sólida
es-S0378-48352004000900006-1	T4	SINTOMA	2741	2753	asintomática
es-S0378-48352004000900006-1	T5	SINTOMA	505	509	masa
es-S0378-48352004000900006-1	T6	SINTOMA	585	603	masa hipoecogénica
es-S0211-69952010000400013-1	T1	SINTOMA	80	87	astenia
es-S0211-69952010000400013-1	T2	SINTOMA	431	443	edema facial
es-S0211-69952010000400013-1	T3	SINTOMA	592	598	fiebre
es-S0211-69952010000400013-1	T4	SINTOMA	445	460	síndrome febril
es-S0211-69952010000400013-1	T5	SINTOMA	601	628	edematización submandibular
es-S0211-69952010000400013-1	T6	SINTOMA	833	892	perfil hepático, lipídico, ANCA e inmunoglobulinas normales
es-S0211-69952010000400013-1	T7	SINTOMA	463	486	disminución de diuresis
es-S0211-69952010000400013-1	T8	SINTOMA	1577	1595	hipocomplementemia
es-S0211-69952010000400013-1	T9	SINTOMA	977	1015	Serología para VHB, VHC y VIH negativa
es-S0211-69952010000400013-1	T10	SINTOMA	1017	1039	Hemocultivos negativos
es-S0211-69952010000400013-1	T11	SINTOMA	1252	1263	proteinuria
es-S0211-69952010000400013-1	T12	SINTOMA	1293	1319	ecografía renal fue normal
es-S0211-69952010000400013-1	T13	SINTOMA	1336	1345	febrícula
es-S0211-69952010000400013-1	T14	SINTOMA	1387	1395	oliguria
es-S0211-69952010000400013-1	T15	SINTOMA	524	552	deterioro del estado general
es-S0211-69952010000400013-1	T16	SINTOMA	706	721	edemas distales
es-S0211-69952010000400013-1	T17	SINTOMA	1209	1227	hipocomplementemia
es-S0211-69952010000400013-1	T18	SINTOMA	1274	1288	microhematuria
es-S0211-69952010000400013-1	T19	SINTOMA	1045	1128	ANA, anticuerpos anti-Ro, anti-LA y factor reumatoide (FR) se mantuvieron positivos
es-S0211-69952010000400013-1	T20	SINTOMA	894	907	ANA positivos
es-S0211-69952010000400013-1	T21	SINTOMA	909	927	anti-ADN negativos
es-S1139-76322011000200007-1	T1	SINTOMA	841	846	mareo
es-S1139-76322011000200007-1	T2	SINTOMA	779	812	dolor en el lugar de la inyección
es-S1139-76322011000200007-1	T3	SINTOMA	1266	1292	estado de la niña es bueno
es-S1139-76322011000200007-1	T4	SINTOMA	1308	1335	constantes vitales normales
es-S1139-76322011000200007-1	T5	SINTOMA	2009	2064	pruebas de inmunidad, siendo todas las pruebas normales
es-S1698-69462006000100019-1	T1	SINTOMA	316	327	irresecable
es-S1698-69462006000100019-1	T2	SINTOMA	740	768	dolor e hinchazón mandibular
es-S1698-69462006000100019-1	T3	SINTOMA	945	961	erosionaba hueso
es-S1698-69462006000100019-1	T4	SINTOMA	813	865	tumoración vegetante en la encía mandibular anterior
es-S1698-69462006000100019-1	T5	SINTOMA	1321	1331	tumoración
es-S1698-69462006000100019-1	T6	SINTOMA	1087	1099	neoformación
es-S1698-69462006000100019-1	T7	SINTOMA	1752	1758	éxitus
es-S1698-69462006000100019-1	T8	SINTOMA	1723	1743	deterioro progresivo
es-S1139-76322009000700015-1	T1	SINTOMA	1693	1706	transaminitis
es-S1139-76322009000700015-1	T2	SINTOMA	752	759	prurito
es-S1139-76322009000700015-1	T3	SINTOMA	237	245	enantema
es-S1139-76322009000700015-1	T4	SINTOMA	274	281	afebril
es-S1139-76322009000700015-1	T5	SINTOMA	198	224	afectando palmas y plantas
es-S1139-76322009000700015-1	T6	SINTOMA	1006	1033	RAST a amoxicilina negativo
es-S1139-76322009000700015-1	T7	SINTOMA	1035	1087	serología a Micoplasma pneumoniae IgG e IgM negativa
es-S1139-76322009000700015-1	T8	SINTOMA	1483	1524	serología CMV IgG positiva e IgM negativa
es-S1139-76322009000700015-1	T9	SINTOMA	1526	1567	serología VEB IgG positiva e IgM negativa
es-S1139-76322009000700015-1	T10	SINTOMA	1880	1935	anticuerpos antinucleares, anti-DNA, anti-LKM negativos
es-S1139-76322009000700015-1	T11	SINTOMA	2001	2027	serología brucela negativa
es-S1139-76322009000700015-1	T12	SINTOMA	2029	2062	serología parvovirus B19 negativa
es-S1139-76322009000700015-1	T13	SINTOMA	1937	1971	IgA antitransglutaminasa negativos
es-S1139-76322009000700015-1	T14	SINTOMA	1973	1999	alfa-fetoproteína negativa
es-S1139-76322009000700015-1	T15	SINTOMA	1379	1400	Paul Bunnell negativo
es-S1139-76322009000700015-1	T16	SINTOMA	1402	1440	serología hepatitis A, B y C negativas
es-S1139-76322009000700015-1	T17	SINTOMA	1442	1481	serología toxoplasma IgG e IgM negativa
es-S1130-01082007000300014-1	T1	SINTOMA	1224	1246	deterioro respiratorio
es-S1130-01082007000300014-1	T2	SINTOMA	1535	1542	fallece
es-S1130-01082007000300014-1	T3	SINTOMA	131	147	hipoxemia severa
es-S1130-01082007000300014-1	T4	SINTOMA	1634	1652	hipoxemia extremas
es-S1130-01082007000300014-1	T5	SINTOMA	564	580	hipoxemia severa
es-S1130-01082007000300014-1	T6	SINTOMA	1263	1315	aire en la bolsa de recogida de la nutrición enteral
es-S1130-01082007000300014-1	T7	SINTOMA	1623	1631	acidosis
S0004-06142005000900014-1	T1	SINTOMA	80	97	escozor miccional
S0004-06142005000900014-1	T2	SINTOMA	109	118	hematuria
S0004-06142005000900014-1	T3	SINTOMA	67	78	polaquiuria
S0004-06142005000900014-1	T4	SINTOMA	99	106	tenesmo
S0004-06142005000900014-1	T5	SINTOMA	196	215	Urocultivo negativo
S0004-06142006000700013-1	T1	SINTOMA	2179	2191	asintomático
S0004-06142006000700013-1	T2	SINTOMA	112	143	dolor en el hipocondrio derecho
S0004-06142006000700013-1	T3	SINTOMA	237	258	chorro urinario débil
S0004-06142006000700013-1	T4	SINTOMA	202	222	polaquiuria nocturna
S0004-06142006000700013-1	T5	SINTOMA	146	186	sintomatología urinaria obstructiva baja
S0004-06142006000700013-1	T6	SINTOMA	2203	2222	buen estado general
S0004-06142006000700013-1	T7	SINTOMA	261	279	goteo posmiccional
S0004-06142006000700013-1	T8	SINTOMA	317	383	hemoglobina, la VSG, la hemoquímica y la cituria, estaban normales
S0004-06142006000700013-1	T9	SINTOMA	388	436	examen físico general y abdominal eran negativos
